0,1,2
0.3436665074986503,0.31042670637206615,-0.27973917440754614
-0.10307079195040486,0.11042114380118798,0.32518170904078636
-0.15972474594842997,-0.0618863255546057,-0.36877832466867605
-0.3987355413602236,0.270841940798066,0.4520800095236076
-0.024003373860111282,0.33451096596400803,0.12054534168254472
-0.2150399182017081,0.12046520183613797,0.5126788554886563
-0.011942013036650512,0.5215478852713353,-0.8732483680299148
0.2739675014584079,0.02901568941272374,-0.09966911682195581
0.030586925511834097,-0.6625229715336309,-0.07322396261250397
0.1190375238372488,0.49263134824717203,-0.1727567394245491
-0.26949786763106254,-0.16725234786151216,0.3051340392340247
0.10958370321989482,-0.17658673458901292,0.1710891443711187
0.03235918311601346,0.32288166351096304,-0.23401769795911745
-0.1092207155325894,-0.1307027177107192,-0.4878383160440395
0.09870675902152534,0.0870184240599631,0.0017044855474869633
-0.07819571112504897,-0.4717902473501381,-0.14021510758845301
-0.11423817217558982,-0.2674257564072063,-0.05376190388866971
0.13468361893817946,0.6287286337368434,0.05819260427727965
